Number,Year,Month,avr_air_pressure,avr_wind_spd,avr_temp,avr_water_pressure,rel_humidity,day_precipitation,month_sun,hour_sun,extreme_wind_speed,min_air_pressure,min_temp,max_air_pressure,max_temp,max_wind_speed,day_max_precipitation
54324,2007,5,985.5,3.1,19,9.4,47,14,55,247.9,19.6,974.1,4.5,999.4,34.4,10.4,47.9
54324,2007,6,985.7,3.6,25.2,16,53,5,52,236.6,14.6,977.2,10.3,998.2,34.2,9.8,13.8
54324,2007,7,983,2.6,24.2,24.5,82,12,39,176.2,11.7,976.6,16.3,991.6,34.7,8.1,64.3
54324,2007,8,987.4,2.2,24,22,76,8,64,271.1,13.1,976.4,14.5,997.2,32,9.1,30.9
54324,2007,9,994.1,2.1,19.6,14.1,65,5,70,259.5,12,984.8,1.3,1005.1,32.8,6.7,37.2
54324,2007,10,1000.2,2.4,10.3,8,63,5,56,189.8,13.1,984.8,-5.6,1019,28.6,8.1,61.9
54324,2007,11,1003.8,2.7,1.3,3.9,56,3,61,177.7,18.2,982.4,-12,1016.3,20.5,9.9,16
54324,2007,12,1002.6,2.3,-6.1,2.4,63,4,56,160.2,13.9,977.9,-19.8,1016.3,12.4,8.7,0.1
54324,2008,1,1009.1,2.2,-9.9,1.2,44,,69,205.4,11.3,995.3,-24.6,1021.6,9,7.8,
54324,2008,2,1005.2,2.6,-6,1.3,35,,73,227.3,13.6,987.7,-20,1012.5,14.4,8.4,
54324,2008,3,996.8,3.6,5.3,3.5,41,3,50,186.6,17.7,984.4,-13,1009.1,24.7,10.9,
54324,2008,4,991.8,3.7,13.4,7.1,50,9,46,185.9,17.3,975.1,-3.8,1010.6,28.1,11,6.6
54324,2008,5,986.7,3.5,17.7,9.4,50,7,48,214.6,18.5,975.9,5.5,995.3,33.9,12.5,17.2
54324,2008,6,986.6,3.4,21.6,18.2,73,13,40,178.9,17.5,972.9,11.1,994.2,34.3,10.1,44.9
54324,2008,7,984.5,2.9,25.1,25.2,81,11,41,182.8,22.7,973.3,14.9,988.7,34.8,11.5,37.9
54324,2008,8,987.4,2.7,23.8,23,80,11,49,207.7,23.7,978.4,14.5,997.6,34.3,12.6,24.7
54324,2008,9,993.4,2.6,19.3,13.3,61,4,66,244.5,13.7,982.3,2.5,1005.3,29.9,8.4,1.7
54324,2008,10,997.5,2.7,11.9,7.1,53,4,72,243.7,13.1,981.9,-3.7,1010.3,25.4,7.7,2.4
54324,2008,11,1001.3,2.8,2,3,43,0,69,201.2,14,989.4,-12.9,1019.5,20.1,8.3,10.4
54324,2008,12,1002,3,-5.3,1.6,38,0,56,158.8,11.5,997.6,-21.8,1019.4,6.7,7.5,
54324,2009,1,1004.9,2.7,-8.6,1.3,41,1,64,190.6,10.8,996.4,-24.4,1018.8,2.9,6.9,
54324,2009,2,999.9,2.7,-4.5,2,46,2,64,190.3,13.5,989.5,-20.4,1016.1,9.4,8.9,3.7
54324,2009,3,997.8,3.6,2.9,2.8,38,1,58,218,18.3,984.5,-14.4,1011.1,22.4,10.5,6.2
54324,2009,4,993.5,3.5,13,6.3,45,5,55,222.6,17.5,973,-6.5,1002.7,29,12.6,16.6
54324,2009,5,989.3,3.8,20.9,9.6,43,5,58,253.3,16.7,977.4,6,998.8,33.1,10.9,15.1
54324,2009,6,981.7,3.1,22,16,63,8,45,202.8,16.4,972.9,12,995.2,32,8.9,27.4
54324,2009,7,983.4,2.9,25.3,21.7,70,10,50,219.2,16,973.4,15.4,991.6,33.3,10.6,53.6
54324,2009,8,988.1,2.7,25.1,19.3,64,4,65,276.8,18.2,978.8,10.9,997.5,34.1,12.5,53
54324,2009,9,993.3,2.7,19.3,12,57,4,52,191.6,16.5,985.9,3.5,1003.7,32.4,9.7,18
54324,2009,10,996.6,1.6,11,6,47,3,71,238.8,12.6,987.2,-6.3,1009.1,24.9,7.7,10.8
54324,2009,11,1004.8,2.6,-1.6,2.7,48,3,69,201.9,14.3,979.9,-12.1,1013.2,10.8,8.4,29.5
54324,2009,12,1002.9,2.6,-8.2,1.7,49,2,66,186.1,12.6,990.2,-23.2,1017.4,2.7,7.9,2.3
54324,2010,1,1004.4,2.5,-11.6,1.4,55,6,56,166.3,12.8,989.1,-21.3,1019.3,3.1,7.9,
54324,2010,2,1002.3,3.1,-6.7,1.7,41,1,60,178.6,15,983.5,-20.6,1018.5,12.1,10.2,0.5
54324,2010,3,999.7,3.8,0,2.6,40,5,56,209.6,19.2,973.3,-12.7,1014.1,16.7,13.8,4.2
54324,2010,4,995.3,3.6,8,4.8,45,9,55,223,17.2,979.3,-6.1,1004.5,23.4,9.6,18
54324,2010,5,987.4,3.6,17.9,11.4,60,13,46,208.6,15.1,971.5,4,999.4,35.6,10.4,3
54324,2010,6,988.2,3.2,23.1,16.4,61,5,61,278,14.4,974.4,11.5,995.4,33.4,10.1,22.6
54324,2010,7,984.9,2.6,25,26.5,85,15,33,150.2,13.7,972.1,16.2,989.1,34.2,9.7,35.6
54324,2010,8,988.5,2.6,23.2,22.2,80,8,56,235.3,14.2,973.3,10.3,992.4,37.2,7.7,24
54324,2010,9,994.5,2.1,17.5,14.7,73,8,61,225.7,12.5,981.2,3.1,1004.1,31.2,8,3.3
54324,2010,10,1000.1,2.5,8.9,7.6,64,5,65,218.6,13.4,984.2,-4.9,1011.8,26.4,8,14.2
54324,2010,11,998.7,2.7,2.3,3.8,52,3,63,184.6,13.8,988.5,-10.3,1009.7,18.2,9.3,0.3
54324,2010,12,997,2.9,-6.6,1.7,41,1,57,160.7,13.7,983.9,-18.7,1015,11.8,8.8,
54324,2011,1,1008.3,2.4,-11.4,0.9,38,0,78,229.9,16.2,983.8,-20.5,1015.4,9.4,10.8,2.1
54324,2011,2,1002.4,2.8,-3.6,1.8,39,0,49,146.5,13.2,983.3,-20.3,1017.7,15.3,8.4,0.3
54324,2011,3,1000.1,3,2.7,2,28,,73,273.1,13.2,984.5,-12.7,1010,25.4,9.6,9.4
54324,2011,4,992.6,3.7,11.2,4.5,36,5,65,260.4,16.2,983,-2.8,1005.2,31.5,10.4,1.1
54324,2011,5,987.2,3.3,18.6,8.3,41,5,64,289.2,14.4,971.7,0.8,1000.8,37.5,9.2,42.5
54324,2011,6,984,3,22.3,17.7,69,14,48,218.2,16.1,979.2,13.7,991.3,33.4,10,23
54324,2011,7,983.2,2.7,23.8,22.9,79,13,34,154.3,16.7,976.9,13.5,991.1,36.4,10.6,44.8
54324,2011,8,988,2.2,23.6,23.3,82,11,49,208.3,16.7,979.9,12.7,996.9,36.9,12,44.8
54324,2011,9,995,2.5,17,10.8,58,4,73,269.9,13.3,982.1,-1,1008.2,31,8.9,28.7
54324,2011,10,999.1,2.6,11.5,6.6,49,2,65,221.1,14.1,985.4,-5.6,1013.6,27.3,9,7.2
54324,2011,11,1004.7,2.4,1.6,3.5,50,5,56,164.3,20.8,989.7,-11.6,1012.3,19.9,9.3,1
54324,2011,12,1008.7,2.3,-8.3,1.5,47,0,58,164.7,17.3,985.7,-16.9,1015.3,8.1,9.3,
54324,2012,1,1007.6,2,-12.2,1,44,0,55,163,15.2,987.4,-19.5,1017.7,9.5,8,0.5
54324,2012,2,1003.4,2.8,-6.9,1.3,32,1,65,201.9,17,985.8,-14.7,1014.7,10,8.6,2.9
54324,2012,3,1000.1,3.4,1.2,2.5,39,4,68,251.4,19,985.2,-15.3,1014,23.6,9.7,0.1
54324,2012,4,989.7,4.1,12.3,5.5,37,4,59,235.8,20.8,970.6,-4.7,1012.1,35.7,9.4,20.9
54324,2012,5,988.9,3,19.8,8.1,39,7,61,273.4,17.3,969.3,2.5,998.9,35.8,9.6,11.7
54324,2012,6,984.1,2.9,21.4,17.9,73,12,32,144.1,18.2,974.2,11,992.3,32.4,10,40.8
54324,2012,7,983.4,2.8,24.6,21.7,72,9,41,187.4,15.2,973.9,11.7,994.4,37.7,9.1,29.5
54324,2012,8,988.9,2.2,22.9,20.9,77,9,54,227.7,17.8,977.3,14.9,994.8,37.9,9.9,8.5
54324,2012,9,994.3,2.4,17.2,14.1,73,8,55,202.5,13.2,986.8,5.3,1010.5,32.3,7.6,7
54324,2012,10,997.7,2.3,10,7,58,6,69,235.8,16.3,982.9,-5.7,1011.5,30.9,8.5,12.1
54324,2012,11,999,2.2,-1.4,3.6,64,7,56,158.7,15.5,990.2,-17.8,1022.4,20.6,9.2,4.1
54324,2012,12,1004.9,2.3,-10.3,1.6,54,2,50,143.3,12.2,990.7,-20.5,1017.4,6,7.8,1.6
54324,2013,1,1005.2,2.1,-10.9,1.7,59,0,51,152.3,11.5,995.3,-25.4,1021.4,7.8,6.9,0.7
54324,2013,2,1003.8,2.9,-5.8,1.8,45,1,67,200.1,14.8,988.7,-19.6,1016.8,10,9.2,5.8
54324,2013,3,996.4,3.9,1.8,2.8,40,2,56,208.9,16.3,981.6,-12.7,1011.5,25.9,9.3,0
54324,2013,4,992.6,3.2,7.1,4.6,49,9,59,236.6,18,974.5,-2.5,1003.3,29.6,9.6,11
54324,2013,5,987.3,3.5,20.2,9.2,42,4,60,271.4,22.2,973.1,6,1001.7,35.2,11.7,36.3
54324,2013,6,985.6,3.4,22.4,16.6,64,11,38,170,17.3,974.2,9.9,994,34.8,9.6,39.9
54324,2013,7,981.4,2.6,25.2,22.3,72,11,49,223.4,16.2,975.1,15.3,992.2,37.6,9.5,73.4
54324,2013,8,984.2,2.7,25.6,20.9,65,7,56,238.9,14.1,972.8,11.3,996.5,35,8.5,38.5999
54324,2013,9,994.1,2.4,18.3,12.5,62,4,61,226,14.7,972.3,1.4,1007.7,29.7,8,16.5
54324,2013,10,1000.4,2.5,10.5,7.5,60,5,58,197.9,15.9,985.7,-6.1,1016.2,28.9,8.7,4.8
54324,2013,11,999.1,2.8,2.5,3.2,42,1,59,173.4,15.6,982.3,-17,1016.7,16.2,8.9,5.8
54324,2013,12,1002.6,2.2,-5.6,1.7,43,0,63,178.8,14.4,988.8,-17.7,1013.9,12,8.4,0.1
54324,2014,1,1003.2,2.8,-6.3,1.8,46,2,53,156.7,15.8,992.1,-20.6,1016.4,10.5,8.4,2.8
54324,2014,2,1006.4,2.5,-5.2,2.1,46,3,38,113.8,14.6,983.2,-16.3,1015.7,14.8,8.7,7.3
54324,2014,3,998.1,3,5.5,3,32,2,63,234.3,15.3,989,-10.6,1007.2,21.3,9.4,0.1
54324,2014,4,995.1,3.3,14.7,4.8,30,1,62,247.7,17.2,972.8,-2.8,1002.9,34.7,9.8,0.5
54324,2014,5,986.2,2.8,18.6,9.3,47,11,54,244.9,20.1,977.2,5.9,997.5,40.5,10.8,20.1
54324,2014,6,985.5,2.3,22.5,16.9,65,14,41,185.9,18.9,978.5,8.5,995,40.4,8.9,26.8
54324,2014,7,984.1,2.8,25.3,21,67,4,44,201.8,12.9,973.5,17.1,993.4,38.3,7.5,112.3
54324,2014,8,988.1,2.2,24.1,18.1,63,9,61,259.8,15.4,972.4,7.6,1000.3,33.5,9.5,246.6
54324,2014,9,994.1,2.3,17.7,12.4,64,7,59,217.5,16.1,980.8,1,1001.6,32.9,7.9,20.2
54324,2014,10,999,2.7,11.4,7,52,2,57,193.6,13.7,987.5,-2.7,1014,24.5,7.9,20.2
54324,2014,11,1001,2.4,2.5,3.1,44,1,57,167.5,17.9,989.3,-17.2,1015.4,19.3,9.6,0
54324,2014,12,1003.6,2.7,-6.2,1.5,39,0,70,198,16.5,989,-20,1017.1,7.3,8,0
54324,2015,1,1005.1,2.6,-5.9,1.7,44,3,55,162.6,15.4,1002.8,-23.6,1031.3,2.8,8.4,13.2
54324,2015,2,1001.6,3,-2.9,2.1,41,3,62,185.3,14.4,1007,-23.8,1031.8,2.2,9,4.6
54324,2015,3,999,3.4,4.8,2.6,28,1,64,237.2,19.2,1001.1,-13.9,1029.1,17.8,11.4,
54324,2015,4,993.7,3.1,12.9,5.8,41,4,59,235.6,19.9,983.1,-4.7,1017.5,26.8,11.9,25.2
54324,2015,5,985.8,3.3,19.7,8.8,40,6,56,251.6,17.6,995.6,5.3,1013.8,27.8,11.1,45.1
54324,2015,6,984.2,2.6,21.7,16.6,67,14,40,181.6,18,990.3,14.2,1008.1,31.4,10,27
54324,2015,7,985.4,2.6,25,19.7,64,8,56,256.5,22.6,990,16.7,1010.8,32.3,9.2,62.9
54324,2015,8,987.2,2.3,25.1,18.8,62,5,63,265.6,16.2,993.9,14.6,1012.5,32.2,9.8,62.6
54324,2015,9,994.5,2.3,19.9,12.4,56,6,63,232,18.1,1000,7,1017.4,30,7.9,37.5
54324,2015,10,997.8,2.8,11.6,6.3,45,4,67,227.8,19.1,1002.8,-5,1030.7,24.4,12.4,21.7
54324,2015,11,1007.1,3,-1.4,3.2,56,8,37,107.9,18.2,1000.9,-8.1,1031.4,19.1,9.9,1.6
54324,2015,12,1004.9,2.1,-4.8,2.5,56,2,55,154.9,13,1005.4,-22.3,1033.3,0.2,7.5,16.2
54324,2016,1,1007.15,2.15,-11.43,1.13,43.7,1,,,14.3,1010.7,-25.2,1033.4,3.6,9.1,4.6
54324,2016,2,1003.4,2.9,-4.3,1.8,39.6,1,,178,22.5,1001.1,-27.8,1041.1,9,12.4,18.3
54324,2016,3,998.9,3,5.5,2.9,33.8,0,,206,19.9,997.1,-17.1,1024.2,13.8,11.5,2.6
54324,2016,4,990.9,3.5,13.2,5.2,35.4,5,,,18.5,984.6,-6.5,1017.7,22.9,12.2,10.7
54324,2016,5,987.7,3.5,19.9,8.1,38.4,9,,220,16.7,993.9,3.1,1019.8,31.1,10.5,11.7
54324,2016,6,984.5,2.7,22.9,15.6,59.2,14,,201,19.5,983.8,11,1006.8,32.8,8.3,35
54324,2016,7,985.3,2.6,25.5,22.4,70.3,12,,190,14.9,988.7,12.6,1009.8,32.4,8.3,30.1
54324,2016,8,987.7,2.2,24.4,21.3,70,10,,253,13.6,995.6,13,1009.8,32.3,8.9,53.6
54324,2016,9,993,2.3,19,14.9,68.4,6,,169,11.4,997.2,5.5,1017.6,29.6,7.9,23.3
54324,2016,10,1000.3,2.5,10,7.4,58,10,,164,21.2,1004.4,-2.6,1026.6,28.5,11,49.3
54324,2016,11,1002.8,2.6,-0.8,3.4,58.5,6,,138,18.6,997.5,-12.9,1030.9,20.1,11.1,15.7
54324,2016,12,1004.75,2.53,-4.55,2.28,51.25,1,,91,18,1009.7,-21.5,1031.9,8.4,9.7,1
54324,2017,1,1005.65,2.18,-7.37,1.72,49.34,3,,132.8,15.8,1011.3,-21.2,1030.9,3.6,9.1,2.7
54324,2017,2,1003.1,2.7,-2.5,1.9,37.7,3,,163.6,22.5,1001.7,-23.1,1026.6,12.2,10.7,8.3
54324,2017,3,999.6,2.7,4.2,2.8,35,1,,158.4,26,994,-19.1,1024.4,14.4,14.9,47
54324,2017,4,990.03,3.27,14.66,4.09,26.6,1,,243.3,17.3,992.4,-4.5,1020.6,29.8,9.8,3.9
54324,2017,5,988.39,3.58,20.37,8.96,38.86,4,,268,19.7,986.4,5.9,1011.4,28.9,10.3,17.1
54324,2017,6,986.2,2.5,23.6,13.7,50.4,6,,222.7,18.1,990.4,11.5,1008.2,33.9,7.6,20.6
54324,2017,7,984.1,2.7,26.6,23.6,68.7,6,,196.4,12.7,990.2,13,1005.1,33.6,7.2,60.1
54324,2017,8,986.4,2,23.5,22.8,78.3,16,,180.2,14.2,988.1,14.9,1010.1,31.6,7.9,78.9
54324,2017,9,991.3,2.4,18.7,14.3,66.8,5,,225.7,11.5,1000.4,4.8,1019.7,29.9,7.1,10.1
54324,2017,10,1002.4,2.3,10,7,58.3,6,,204.2,12.8,1001.7,-6.2,1025.2,26.3,8.3,14.6
54324,2017,11,1001.2,2.9,1.2,2.8,38.5,0,,193.9,15.3,1006.3,-18.2,1031.4,15.7,10.1,9.5
54324,2017,12,1004.8,2.3,-6.9,1.5,41.7,0,,158.7,13.7,1006.7,-19.6,1031.3,4.2,7.7,2.9
54324,2018,1,1004.6,2.5,-9.4,1.1,35.6,0,,184.7,12,1010.3,-24.7,1039.1,3.4,8,
54324,2018,2,1002.8,2.6,-7.4,1.4,37.5,0,,174.1,15.9,999.1,-20.5,1034,13.2,10,1
54324,2018,3,998.6,3.4,4.6,3.3,38,3,,202.7,14.4,1000.5,-10.4,1022.8,17.5,9.4,17.4
54324,2018,4,992.9,3.8,13.3,5.7,36.3,7,,207.4,14.4,996.8,-1.5,1017.2,28.2,9.5,18.4
54324,2018,5,988.5,3.2,19.9,10.2,44.8,5,,250.8,17,991.1,4.9,1012,26.5,11.2,30.4
54324,2018,6,983.5,2.7,24.1,16.7,59.2,11,,199.6,13,993.4,11.3,1010.2,33.8,8.3,26.4
54324,2018,7,985.2,3.1,26.5,26.2,76.7,9,,195.1,9.8,985,18,1007.2,33,6,69.9
54324,2018,8,988,2.1,24.9,22.2,72.4,12,,203.6,12.9,993.5,14,1008.4,32.2,7.2,41.8
54324,2018,9,992.6,2.3,18.2,12.1,59.5,5,,254.1,15.5,999.1,2,1018.1,29.1,7.2,41.1
54324,2018,10,998.7,2.3,10.2,5.4,44.7,3,,253.5,13.1,1001,-6.3,1021,24.7,9.8,13.6
54324,2018,11,1003.1,2.2,1.7,3.2,45.7,1,,168.2,16.5,999.6,-12.4,1026.8,19.1,10.2,3
54324,2018,12,1008.1,2.5,-7.2,1.4,35.3,1,,170.4,14.9,1002.9,-21.8,1033.4,10.7,9.5,14.5
54324,2019,1,1006,2.3,-6.6,1.1,32.7,0,,186.9,12.7,1005.5,-25.4,1033.5,5.1,8.2,9.5
54324,2019,2,1004.5,2.6,-4.8,1.4,30.5,1,,182.8,16.1,994.6,-23.7,1032,10.4,10.2,22.3
54324,2019,3,995.3,3.4,5.7,2.7,30.4,2,,221.8,14,991.4,-18.5,1031.3,17.2,9.2,7.2
54324,2019,4,992.8,3.4,12.7,4.1,27.6,3,,213.6,17.8,986.6,-5.7,1021.3,27,10.9,36.8
54324,2019,5,987.1,3.7,20.8,7.5,33.1,7,,299.2,15.9,991,5.5,1011.5,31.5,9.7,22.4
54324,2019,6,984.7,3.1,22.9,16.3,60.9,10,,263.9,15.5,986.4,10.8,1006.7,32.1,8.6,23.2
54324,2019,7,983.05,2.38,26.13,21.78,66.48,12,,226.2,11.2,990.1,16.3,1004.8,30.6,7,30.5
54324,2019,8,986.3,2.3,22.9,20.7,75.2,16,,180.3,21.2,994,5.7,1013.5,34.7,12.9,41.4
54324,2019,9,995.2,2.2,20.1,14.1,61.6,3,,258.9,14.3,997,5,1016.9,28.7,8.3,11.8
54324,2019,10,999.4,2.7,11.4,6.3,46.3,3,57.17,220.2,16.5,991,-4,1025.4,22.6,9.3,28
54324,2019,11,1003.4,2.7,1.6,3.2,43,4,,190.2,18.1,1001.8,-20.1,1032.3,19.1,10.6,9
54324,2019,12,1004.5,2,-6.8,2.1,56.9,2,,216.7,12.7,1004.7,-30,1028.6,5.8,8.5,5.7
54324,2020,1,1005.4,1.9,-7.4,1.9,56.4,1,,249.5,15.2,1006,-29,1031.9,4.1,9.6,4.9
54324,2020,2,1004.1,2.8,-2.9,2.6,51,3,,245.2,11.9,998.6,-23.4,1031.1,8.3,6.9,11.9
54324,2020,3,996.1,3.3,5.4,3.4,39.4,6,94.49,313.5,15.3,993,-14.9,1034.9,14.4,9.6,9.9
54324,2020,4,995.7,3.2,11.7,4,29.6,4,94.94,341.6,18.8,993.8,-5.6,1021.9,21.5,11.5,20.9
54324,2020,5,,,,,,,,,15.2,989.4,4.5,1014.3,30.8,10.2,46.6
54324,2020,6,983.7,2.7,24.3,15.2,53,9,83.17,363.3,10.7,994,11,1013.5,34.8,7.3,12.6
54324,2020,7,985.1,2.5,25.9,20.3,63.1,8,76.84,360.6,11.7,990.9,16.9,1007.9,32.1,7.3,49.9
54324,2020,8,985,2.4,25,22.5,72.7,9,70.79,324.9,10.8,991.3,14.6,1010.6,31.2,6.6,82.6
54324,2020,9,992.2,2.3,18.2,14.3,70.6,9,67.15,277.4,11.9,1001.3,1.8,1017.7,30.5,6.6,19.2
54324,2020,10,999.7,2.3,10.4,5.7,46.6,2,73.46,281.9,12.6,1001.6,-8.3,1031.9,25,7.8,30.8
54324,2020,11,1004.7,2.7,2.2,3.3,46.6,4,67.39,223.25,18.4,994.7,-16.5,1030.8,17.7,10,27.4
54324,2020,12,1006.25,2.45,-8.3,1.5,47.3,2,76.09,223.8,12.5,992.2,-29.5,1031.3,9.2,7.6,7.4
54342,2005,1,1019.5,2.1,-11.4,1.8,66,2,50,148.8,8.9,1009.7,-30.6,1037.8,1.7,6,0.3
54342,2005,2,1022,2.3,-10.9,1.7,62,4,57,169.5,14.9,1005.4,-18.5,1028,9.4,10.2,1.8
54342,2005,3,1014.7,3.1,0.4,2.8,44,0,71,263.1,15.9,1002.5,-14.3,1022.5,20.5,9.8,5.1
54342,2005,4,1005.8,3.6,11.3,6.6,51,6,53,211.3,14.8,991.5,-5.9,1023.8,23.2,9.4,16.9
54342,2005,5,1005.2,2.9,16.1,10.6,60,15,47,212.2,16.8,991.6,3.8,1009.7,30,11.4,12.8
54342,2005,6,999,2.7,22,19.6,75,16,31,140.6,15.7,990.2,12,1007.4,33.7,8.1,16
54342,2005,7,1000.6,2.3,24.9,24.7,79,17,36,166.7,13.6,989.7,17.6,1005.2,32.6,7.7,34.6
54342,2005,8,1003.8,2.5,24.1,23.6,79,13,35,146.5,11.4,988.5,15,1011.6,32.4,5.4,31.4
54342,2005,9,1010.7,2.1,19.1,14.3,67,4,63,234.3,14.2,998.2,2.1,1019.5,28,8,11.1
54342,2005,10,1014.9,2.4,11.1,8.1,61,5,65,220.6,12.8,995.5,-3.7,1023.2,22.1,7.6,12.5
54342,2005,11,1014.6,2.1,2.7,4.6,58,2,59,172.8,13.9,1006.1,-18.4,1033.4,19.2,8,19.8
54342,2005,12,1022.7,1.9,-12.8,1.6,68,4,58,163.5,12.7,1014,-21.1,1034.9,3.8,7.2,1
54342,2006,1,1022.2,2.1,-12.7,1.8,72,4,53,156.9,9,1013.3,-24.9,1034.4,0.3,5.7,0.4
54342,2006,2,1020.7,3.5,-8.1,2.4,64,7,51,150.8,13.4,1005.3,-26.5,1030.9,6.6,7.3,7.6
54342,2006,3,1009.8,3.4,0.5,3.7,59,5,52,194.6,17.4,997.8,-13.9,1025.8,16.4,11.3,15.9
54342,2006,4,1005.1,3.7,8,6,59,9,46,186.1,17.3,988.1,-7.5,1018.8,26.8,11.5,28.5
54342,2006,5,1004.8,3.1,18.3,10.9,54,10,54,245.5,13.7,990.1,4.2,1013.5,31.6,8.8,33.7
54342,2006,6,998.1,2.5,21.6,18.2,73,12,38,171.6,14.6,989,10.1,1011.2,30.3,7.5,15.2
54342,2006,7,998.5,2.3,24.2,24,80,10,37,170.7,11.1,986.6,16.5,1007.1,32.4,6.9,41
54342,2006,8,1002.3,2.2,24.3,24.2,81,10,44,187.7,15.3,984.4,9,1011.3,32.3,9.9,101.3
54342,2006,9,1009.7,2.2,17.6,14.5,75,6,64,236.3,9.7,998.7,7.9,1017.2,31.3,7,19.4
54342,2006,10,1013.3,2.7,11.6,9.4,68,9,62,211.1,14,1002.5,-4.4,1022.5,23.9,8.3,24
54342,2006,11,1015.2,2.9,0.8,4.5,64,5,57,165.7,16.1,990.7,-11.7,1028.6,14.4,10.8,10.5
54342,2006,12,1022.3,2.5,-6.8,2.6,68,3,50,142.4,12.4,1002.7,-28.8,1034.5,2.2,8.1,11.7
54342,2007,1,1022.5,2,-9.5,2.4,77,6,50,146.6,13.2,1006.7,-29.1,1035.6,2.7,8,2.8
54342,2007,2,1015,2.7,-1.5,3.5,63,4,59,176.5,16.7,1000.2,-27.2,1034.4,6.4,9.6,10.5
54342,2007,3,1013.1,3.4,0.6,4.3,66,8,54,200.7,16.4,989.1,-12.4,1029,11.2,10.6,11.2
54342,2007,4,1008.7,3.2,9.5,6.1,55,3,56,225.2,17.2,995.8,-4.4,1017.9,23.1,10.2,26.6
54342,2007,5,999.8,2.8,18,9.9,50,9,59,264,19.1,986.8,3.8,1014.3,31.4,13.2,10.4
54342,2007,6,1000.8,2.9,24.1,16.3,57,3,62,282.7,11,989.4,11.7,1010.4,31.7,7.2,16.7
54342,2007,7,997.7,1.8,23.9,23.3,80,13,37,168.4,10.3,981,17.1,1004.4,33.2,6.8,67.2
54342,2007,8,1001.2,2.1,23.7,23.2,81,9,49,206.7,17.6,989,9.4,1006.6,32.9,10.4,66.1
54342,2007,9,1008.2,1.8,18.5,15.5,75,7,59,217,14.6,997.5,2.8,1018,28.5,9.5,50.4
54342,2007,10,1015,2,9,8.2,70,7,51,174.1,12.1,999.5,-3.3,1025.5,26.1,7.8,28.9
54342,2007,11,1019.1,2.4,-0.2,4.2,65,5,55,160.8,12.6,999.6,-11.8,1025.1,16.2,7.6,4.2
54342,2007,12,1018.1,2,-7.6,2.7,76,7,49,138.2,11.5,998.3,-21.2,1030.1,8.4,7.8,1.4
54342,2008,1,1025,2,-12.6,1.4,60,,75,222.1,12.9,1001.1,-25.1,1031.8,4.4,8.6,2.1
54342,2008,2,1020.5,2.2,-7.9,1.7,50,1,76,234.7,12.7,998.8,-20.3,1032.7,14,8.6,3.4
54342,2008,3,1011.9,2.4,3.8,4.8,62,8,51,188.4,11.7,1001.5,-12.4,1025.4,20.6,7.7,5.3
54342,2008,4,1007.2,3.1,12.2,7.2,54,6,58,233.2,14,999.8,-3.6,1018.9,27.3,10,
54342,2008,5,1001.6,2.6,16.4,11.6,63,9,50,226,13.8,985.5,1.3,1015.3,34.1,9.3,32.4
54342,2008,6,1002,1.9,21,18.3,76,13,42,189.8,12.7,994.1,13.1,1006.1,32.4,7.9,24.9
54342,2008,7,998.9,1.8,24.5,24.9,82,14,37,171.2,11.6,990.7,16.4,1006.9,32.8,6.2,29.6
54342,2008,8,1001.8,1.8,23.2,22.2,79,9,57,239.9,12.1,992.7,14.2,1012.6,35.4,7.8,7.3
54342,2008,9,1008,1.9,17.8,13.9,68,3,69,255.3,13.8,996.1,-2.6,1022.2,31.4,6.8,8.7
54342,2008,10,1012.3,2.2,11.3,8.5,63,4,68,231.1,20.8,1001.2,-6,1028.2,24.9,10.6,22.4
54342,2008,11,1016.5,2.7,1,4,58,4,71,207.4,18.5,1006.7,-11.5,1026.5,17.8,9,5.4
54342,2008,12,1017.9,2.9,-7,2.3,57,4,61,171.6,13.6,1001.5,-25.9,1032.4,3.7,7.1,6.1
54342,2009,1,1020.8,2,-11,1.8,64,4,66,195.4,14.1,1005.7,-23.1,1034.9,3,7.1,4.5
54342,2009,2,1015.8,2.1,-7.3,2.3,62,7,72,214.6,15.6,1003.9,-21.2,1030.6,7.6,7.5,8.2
54342,2009,3,1013.4,2.8,0.4,3.6,55,5,71,266.1,20.7,1003.8,-13,1029.6,19.3,11.7,9.8
54342,2009,4,1008.1,2.9,11.1,6.8,55,7,59,236.9,17.4,988.6,-6.3,1026.4,30,10.7,29.9
54342,2009,5,1004.2,2.6,19.1,11.1,54,7,62,280.3,18.2,983.1,1.2,1014.6,31.7,10.7,51.1
54342,2009,6,996.1,2.2,20.8,17,71,14,53,239.9,15.9,989.1,7.7,1004.8,31.6,9.1,29.6
54342,2009,7,997.9,2,23.1,22.5,81,14,48,217.4,13.9,985.7,12,1009.1,35,10.2,15.5
54342,2009,8,1002.6,1.8,23.3,21.8,77,9,63,267.3,11.2,992.7,14.4,1009.9,32.4,7.1,18.8
54342,2009,9,1008.1,2,17,14,74,6,60,222,11.4,1002,3.5,1024.7,30.4,6.7,7.1
54342,2009,10,1010.8,2.2,9.9,8.1,69,7,59,200.2,12,995.5,-6.7,1026.4,26.1,8.3,29.6
54342,2009,11,1020.1,2.8,-3.4,3.6,68,5,55,160.5,10.2,1007,-18.9,1037.3,18.7,7.7,6.8
